object_id,display_template,title,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,creator,note,call_number,,
buch_674,record,Orphea Taschenbuch,,Light blue paper over boards.,1825,Orphea Taschenbuch,Leipzig, Ernst Fleischer,,,Essays ; fablers ; stories ; ballads.,,,"Blumenhagen; Mohrhardt; Gerhard, W.; Schilling, G.; Raupach, E.; Prätzel, K. G.",,PT19.O74 v.2,,
buch_675,record,Orphea Taschenbuch,,Embossed blue paper over boards; gilt edges.,1826,Orphea Taschenbuch,Leipzig, Ernst Fleischer,,,Essays ; stories ; poetry.,,,Blumehagen; Raupach; Langbein; Kind; Prätzel; De La Motte Fouque.,,PT19.O74 v.3,,
buch_676,record,Orphea Taschenbuch,Former owner's inscription in pencil: [illegible].,Embossed pink paper over boards; gilt edges. ,1827,Orphea Taschenbuch,Leipzig, Ernst Fleischer,,,Essays ; novellas ; drama.,,,Blumenhagen; Kind; Prätzel; Raupach; De la Motte Fouque; Holm.,,PT19.O74 v.4,,
buch_677,record,Orphea Taschenbuch,,Embossed pink paper over boards; gilt edges. ,1828,Orphea Taschenbuch,Leipzig, Ernst Fleischer,,,Essays ; poetry ; novellas.,,,Blumenhagen; Kruse; Langbein; Tieck; Prätzel; Tiedge; Kind.,,PT19.O74 v.5,,
buch_678,record,Orphea Taschenbuch,,Embossed pink paper over boards; gilt edges. ,1829,Orphea Taschenbuch,Leipzig, Ernst Fleischer,,,Essays ; novellas ; fables.,,,Blumenhagen; Kruse; Kind; Prätzel; De la Motte Fouque.,,PT19.O74 v.6,,
buch_679,record,Orphea Taschenbuch,,Embossed pink paper over boards; gilt edges. ,1830,Orphea Taschenbuch,Leipzig, Ernst Fleischer,,,Essays ; stories ; puzzles.,,,Blumenhagen; Kind; Kruse; Hell.,,PT19.O74 v.7,,
buch_680,record,Orphea Taschenbuch,,Embossed yellow paper over boards; gilt edges.,1831,Orphea Taschenbuch,Leipzig, Ernst Fleischer,,,Novellas ; essays ; stories.,,,Blumenhagen; Kruse; Schwab; Kind; Prätzel; Hell.,,PT19.O74 v.8,,
buch_681,record,Oster Taschenbuch von Weimar.,,Decorated blue paper wrapper.,1801,Oster Taschenbuch von Weimar.,Weimar, Gebrüder Gädicke,,,Novellas ; essays ; poetry.,,Seckendorf.,"Herder; Müller, Lütke; Sonnenfels; Seckendorf; Gräter; Majer, F.; Knebel; Schlegel, F.; Hammer; Messerschmid.",,PT19.O85,,
buch_682,record,Taschen-Kalendar für Damen,,Rebound in blue cloth. Gilt edges.,1798,Taschen-Kalendar für Damen,J. G. Cotta'schen Buchhandlung,,,,Calendar ; stories ; essays.,,,,,PT19.T244 v.1-2,,
buch_683,record,Taschenbuch für Damen.,,Decorated cream paper over boards; partially rebound with light blue cloth on spine.,1800,Taschenbuch für Damen.,,,,,,,,,,PT19.T244 v.3,,
buch_684,record,Taschenbuch für Damen.,,Yellow paper over boards; gilt edges; calendar-decorated cream slipcase.,1801,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; drama ; fables ; stories.,,"Huber, Lafontaine, Pfeffel.",Pfeffel; Haug; Voss; La Fontaine; Schiller; Goethe.,,PT19.T244 v.4,,
buch_685,record,Taschenbuch für Damen.,,Illustrated cream paper over boards; gilt edges. ,1802,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; songs ; stories.,,"Huber, Lafontaine, Pfeffel.",Pfeffel; Schiller; La Fontaine; Voss; Huber; v. Buttenschön; Haug.,,PT19.T244 v.5,,
buch_686,record,Taschenbuch für Damen.,,Illustrated yellow and gray paper over boards; gilt edges; calendar-decorated gloster marbled slipcase.,1803,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; letters ; fables ; stories.,,"Huber, Lafontaine, Pfeffel.",Schiller; Pfeffel; Matthisson; La Fontaine; Huber.,,PT19.T244 v.6,,
buch_687,record,Taschenbuch für Damen.,,"Black morocco wrap-around case with pocket, gilt edges; gloster marbled end papers.",1804,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; essays ; stories.,,"Huber, Lafontaine, Pfeffel.",Schiller; Huber; La Fontaine; Pfeffel; Haug; Jean Paul.,,PT19.T244 v.7,,
buch_688,record,Taschenbuch für Damen.,,"Black morocco wrap-around case with pocket, gilt edges; gloster marbled end papers.",1805,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories ; essays.,,"Huber, Lafontaine, Pfeffel.",Schiller; La Fontaine; Haug; Pfeffel; Matthisson; Huber.,,PT19.T244 v.8,,
buch_689,record,Taschenbuch für Damen.,Former owner's manuscript in pencil: [illegible].,Decorated cream paper over boards; gilt edges; calend-decorated gloster marbled slipcase.,1806,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories ; essays.,,"Huber, Lafontaine, Pfeffel.",Schiller; Pfeffel; Haug; Schreiber; Goethe; Huber.,,PT19.T244 v.9,,
buch_690,record,Taschenbuch für Damen.,,Green paper over boards; gilt edges.,1807,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories.,,"Huber, Lafontaine, Pfeffel.",Schiller; Huber; Matthisson; Buchholz; Voss; Pfeffel; Schreiber; Haug; Rehfus; Kölle.,,PT19.T244 v.10,,
buch_691,record,Taschenbuch für Damen.,,"Rebound. 1/2 beige cloth with black, marbled, paper- covered boards. Beige paper overlay on front and back boards with engraved.",1808,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; tales ; stories.,,"Huber, Lafontaine, Pfeffel.",Pfeffel; Conz; Schlegel; Kölle; Schiller; La Fontaine; Haug; Jean Paul; Buri. ,,PT19.T244 v.11,,
buch_692,record,Taschenbuch für Damen.,,Illustrated gray paper over boards; gilt edges.,1809,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories ; essays.,,"Huber, Lafontaine, Pfeffel.",Goethe; La Fontaine; Conz; Schlegel; Kerner; Schiller; Pfeffel; Schreiber; Reinhardt; Haug.,,PT19.T244 v.12,,
buch_693,record,Taschenbuch für Damen.,,Illustrated gray paper over boards; gilt edges.,1810,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Novella ; stories ; fables ; humor.,,"Huber, Lafontaine, Pfeffel.",Goethe; La Fontaine; Haug; Jean Paul; Reinbeck; Pfeffel; Conz; Schreiber; Eccard.,,PT19.T244 v.13 c.1,,
buch_694,record,Taschenbuch für Damen.,,Illustrated gray paper over boards; gilt edges.,1810,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Novella ; stories ; fables ; humor.,,"Huber, Lafontaine, Pfeffel.",Goethe; La Fontaine; Haug; Jean Paul; Reinbeck; Pfeffel; Conz; Schreiber; Eccard.,,PT19.T244 v.13 c.2,,
buch_695,record,Taschenbuch für Damen.,Former owner's bookplate: Oskar Gerschel: Buchhandlung Stuttgart.,Illustrated blue/green paper over boards; gilt edges.,1811,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories.,,"Huber, Lafontaine, Pfeffel.","Pfeffel; Conz; Schreiber; La Fontaine; Pichler, Caroline; Haug; Matthison; Jean Paul; Huber.",,PT19.T244 v.14,,
buch_696,record,Taschenbuch für Damen.,,Floral illustrated cream paper over boards; gilt edges; shell marbled slip case. ,1812,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories.,,"Lafontaine, Pfeffel, Jean Paul.",Schiller; Pfeffel; Haug; Buchholz; La Fontaine; Langbein; Conz; Jean Paul.,,PT19.T244 v.15,,
buch_697,record,Taschenbuch für Damen.,,Illustrated blue/green paper over boards; gilt edges.,1813,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories.,,,"La Fontaine; Conz; Langbein; Pichler, Caroline; Pfeffel; Haug; v. Weisser; Jean Paul.",,PT19.T244 v.16,,
buch_698,record,Taschenbuch für Damen.,,Gloster marbled paper over boards; gilt edges.,1814,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; stories ; essays.,,,"Goethe; Conz; Pichler, Caroline; Wyss, J. R.; Pfeffel; Haug; Jean Paul; Weisser.",,PT19.T244 v.17,,
buch_699,record,Taschenbuch für Damen.,,Gray paper over boards; gilt edges; gloster marbled slipcase.,1815,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; stories ; essays.,"Incorrectly paged: 295, not 395.","Goethe, Huber, LaFontaine.",Goethe; Haug; Langbein; Weisser; Schwab; Huber; Conz; La Fontaine; Schreiber; Wyss.,,PT19.T244 v.18,,
buch_700,record,Taschenbuch für Damen.,,Decorated slate gray paper over boards; gilt edge; stormont marbled slipcase.,1816,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; stories ; fables ; essays.,,,Goethe; Conz; Schwab; Pichler; Jean Paul; La Fontaine; Haug; Langbein; Greiner; Schreiber.,,PT19.T244 v.19,,
buch_701,record,Taschenbuch für Damen.,,Decorated tan paper over boards; gilt edges.,1817,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; stories ; essays ; fables.,,"De la Motte fouque, Goethe, Lafontaine, Jean Paul.",Goethe; Jean Paul; Conz; Haug; La Fontaine; Rückert; De la Motte Fouque,,PT19.T244 v.20,,
buch_702,record,Taschenbuch für Damen.,,Illustrated tan paper over boards; gilt edges; shell marbled slipcase.,1818,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories ; essays.,,"De la Motte fouque, Goethe, Lafontaine, Jean Paul.",Goethe; De la Motte Fouque; Jean Paul; Conz; Wyss; Huber; La Fontaine; Rückert; Haug; Langbein.,,PT19.T244 v.21,,
buch_703,record,Taschenbuch für Damen.,,Illustrated white paper over boards; gilt edges.,1819,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; fables ; stories ; essays.,,,Goethe; Jean Paul; Conz; Schreiber; v. Schenkendorff; La Fontaine; Rückert; Huber; Wyss; Langbein.,,PT19.T244 v.22,,
buch_704,record,Taschenbuch für Damen.,,White paper over boards; gilt edges; shell marbled slipcase.,1820,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Poetry ; legends ; stories.,,,Huber; Conz; Langbein; Jean Paul; Wyss; Unland; Schwab.,,PT19.T244 v.23,,
buch_705,record,Taschenbuch für Damen.,,Blue paper over boards; gilt edges; spattered rust-colored slipcase.,1821,Taschenbuch für Damen.,Tübingen, J. G. Cotta,,,Stories ; anecdotes ; romances ; essays.,,,"Conz; Schwab; Wyss; Jean Paul; Rückert; Pichler, Caroline; Döring.",,PT19.T244 v.24,,
buch_706,record,Taschenbuch für Damen.,,Floral illustrated cream paper over boards.,1822,Taschenbuch für Damen.,Stuttgart und Tübingen, J. G. Cotta,,,Poetry ; songs ; stories ; essays.,,"Conz, Döring; Huber; Jean Paul.","Robert, Ludwig; Pichler, Caroline; Conz; Huber; Rückert; Wyss; Jean Paul; Döring.",,PT19.T244 v.25,,
buch_707,record,Taschenbuch für Damen.,,Green paper over boards; gilt edges.,1828,Taschenbuch für Damen.,Stuttgart und Tübingen, J. G. Cotta,,,Humor ; novellas ; essays ; stories.,,,Hauff; Schwab; Alexis; Matthison; Streckfuss; Döring; Beer; Schenk; Grüneisen; Platen-Hallermünde,,PT19.T244 v.31,,
buch_708,record,Taschenbuch für Damen.,Former owner's inscription in pencil inside back cover: [illegible].,Green paper over boards; gilt edges.,1829,Taschenbuch für Damen.,Stuttgart und Tübingen, J. G. Cotta,,,Poetry ; stories ; humor ; essays.,,Döring,"Heine; Zedlitz; v. Tromlitz; v. der Recke; Tiedge; v. Schenk; Alexis; v. Platemn; Felder, Karl.",,PT19.T244 v.32,,
buch_709,record,Taschenbuch für Damen.,,Green paper over boards; gilt edges.,1830,Taschenbuch für Damen.,"München, Stuttgart und Tübingen", J. G. Cotta,,,Poetry ; stories ; essays.,,Döring,"Alexis; Menzel, Wolfgang; Schwab; v. Tromlitz; v. Schenk; Robert, Ludwig; Kerner.",,PT19.T244 v.33,,
buch_710,record,Taschenbuch für Damen.,,Green paper over boards; gilt edges.,1831,Taschenbuch für Damen.,"München, Stuttgart und Tübingen", J. G. Cotta,,,Poetry ; drama ; novellas.,,Döring,Ludwig of Bavaria; v. Zedlitz; Robert; Schwab; Goethe; v. Schenk; Menzel; Lamartine.,,PT19.T244 v.34,,
buch_711,record,Taschenbuch zum geselligen Vergnügen.,,Red paper over boards.,1791,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Dance ; music ; proverbs ; poetry ; anecdotes ; stories ; games.,,"Müller, Friedrich Wilhelm.",Gellert; Klopstock; Mendelsohn; Young; Jacobi; Goethe; Lavater; Ramler; Selmar; Schiller.,,PT19.T35 v.1 c.1,,
buch_712,record,Taschenbuch zum geselligen Vergnügen.,,Shell marbled tan paper over boards.,1791,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Dance ; music ; proverbs ; poetry ; anecdotes ; stories ; games.,,"Müller, Friedrich Wilhelm.",Gellert; Klopstock; Mendelsohn; Young; Jacobi; Goethe; Lavater; Ramler; Selmar; Schiller.,,PT19.T35 v.1 c.2,,
buch_713,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated tan paper over boards.,1792,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Dance ; humor ; music ; poetry ; games ; songs ; stories ; anecdotes ; musical scores.,,"Müller, Friedrich Wilhelm.","Albrecht, S.; Kleist; Wieland; Zschriedrich; Blumauer; Eschenburg; Young; Plant; Pfeffel; Stampeel.",,PT19.T35 v.2 c.1,,
buch_714,record,Taschenbuch zum geselligen Vergnügen.,,Red paste paper over boards; gilt edges.,1792,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Dance ; humor ; music ; poetry ; games ; songs ; stories ; anecdotes ; musical scores.,,"Müller, Friedrich Wilhelm.","Albrecht, S.; Kleist; Wieland; Zschriedrich; Blumauer; Eschenburg; Young; Plant; Pfeffel; Stampeel.",,PT19.T35 v.2 c.2,,
buch_715,record,Taschenbuch zum geselligen Vergnügen.,,"Rebound. 1/2 tan cloth with black, marbled, papercovered boards. Original tan cover with black engraved design fixed to boards.",1793,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; humor ; music ; proverbs ; songs ; jokes ; essays ; drama.,,"Becker, W. G.","Albrecht, S.; v. Wallenrodt, August; Langbein; Claudius, G. C.; Selmar; Neussmann, B. L.; Gieseke, L.; Gallisch.",,PT19.T35 v.3,,
buch_716,record,Taschenbuch zum geselligen Vergnügen.,,Red paper over boards; gilt edges. ,1794,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; games ; humor ; music ; proverbs ; songs ; poetry ; essays ; drama.,,"Becker, W. G.","Becker, W. G.; Karschin, A. L.; Kretschmann; Lavater; Schlegel; v. Gökingk; Kästner; Langbein; Pfeffel; Weisse.",,PT19.T35 v.4,,
buch_717,record,Taschenbuch zum geselligen Vergnügen.,,Green paper over boards; gilt edges.,1795,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; games ; music ; story of Theseus ; charades ; puzzles : poetry: letters ; anecdotes.,,"Becker, W. G.","Becker, W. G.; Kästner; Langbein; Tiedge; Pfister, Ludwig; Bakul, Georg; Kretschmann; Lavater; Schlegel; Wagner, J. J.",,PT19.T35 v.5 c.1,,
buch_718,record,Taschenbuch zum geselligen Vergnügen.,,Buff paper-covered boards with black engraved design.,1795,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; games ; music ; story of Theseus ; charades ; puzzles : poetry: letters ; anecdotes.,,"Becker, W. G.","Becker, W. G.; Kästner; Langbein; Tiedge; Pfister, Ludwig; Bakul, Georg; Kretschmann; Lavater; Schlegel; Wagner, J. J.",,PT19.T35 v.5 c.2,,
buch_719,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated blue paper over boards; gilt edges. ,1796,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; humor ; music ; poetry ; fables ; essays ; stories ; puzzles.,,"Becker, W. G.","Kretschmann; Becker, W. G.; Gleim; Pfeffel; Tiedge; Langbein; Cunze; Haug; Schlegel, A. W.; Nicolai.",,PT19.T35 v.6,,
buch_720,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1797,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Langbein, Gleim; Pfeffel; Schlegel; Kretschmann; Cunz; Haug; Tiedge; Karschin.",,PT19.T35 v.7,,
buch_721,record,Taschenbuch zum geselligen Vergnügen.,,Shell marbled paper over boards; speckled edges.,1798,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; essays ; stories ; fables ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Gleim; Jacobi; Pfeffel; Tiedge; Kretschmann; Haug; Langbein; Schmidt, K.; Weisse.",,PT19.T35 v.8,,
buch_722,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated blue paper over boards; gilt edges. ,1799,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories: fables ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; v. Einem; Haug; Langbein; Schmidt; Kretschmann; Gleim; Jacobi; Pfeffel; Tiedge.",,PT19.T35 v.9,,
buch_723,record,Taschenbuch zum geselligen Vergnügen.,,Tan paper over boards; yellow edges.,1800,Taschenbuch zum geselligen Vergnügen.,Leipzig, Koch und Weigel,,,Calendar ; poetry ; dance ; games ; humor ; proverbs ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Gleim; Pfeffel; Tiedge; Manso; Mahlmann, A.; Klopstock; Langbein; Starske; Schmidt, K.",,PT19.T35 v.10,,
buch_724,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1801,Taschenbuch zum geselligen Vergnügen.,Leipzig, Roch und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; puzzles ; charades ; fables.,,"Becker, W. G.","Becker, W. G.; Mahlmann; Kretschmann; Gökingk; Pfeffel; La Fontaine; Kästner; Gleim; Haug; Langbein.",,PT19.T35 v.11,,
buch_725,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1802,Taschenbuch zum geselligen Vergnügen.,Leipzig, Roch und Comp.,,,Dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Conz; Gleim; Haug; Tiedge; Mahlmann; Eberhard; Gökingk; Pfeffel; Kretschmann.",,PT19.T35 v.12,,
buch_726,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated cream paper over boards; gilt edges. ,1803,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Schiller; Mahlmann; Haug; Langbein; Gramberg; Becker, W. G.; Conz; Kretschmann; Pfeffel; Scholz.",,PT19.T35 v.13,,Good example of miscellany.
buch_727,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1804,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Schiller; Tiedge; Pfeffel; Gramberg; Mahlmann; Gleim; Langbein; Haug; Kretschmann.",,PT19.T35 v.14,,
buch_728,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1805,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Haug; Langbein; Kretschmann; Pfeffel; Mahlmann; Schiller; Gramberg; Schreiber; Tiedge.",,PT19.T35 v.15,,
buch_729,record,Taschenbuch zum geselligen Vergnügen.,,Embossed blue cloth over boards; yellow edges.,1806,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Kretschmann; Gramberg; Langbein; Schreiber; Eberhard; Brachmann, Louise; Haug; Pfeffel; Tiedge.",,PT19.T35 v.16,,
buch_730,record,Taschenbuch zum geselligen Vergnügen.,,Decorated tan paper over boards; gilt edges.,1807,Taschenbuch zum geselligen Vergnügen.,Leipzig, Niemann'sche Buchhandlung,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; novella ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Brachmann, Louise; Gramberg; Kind; Schütze; Rochlitz, Fr.; Kretschmann; Haug; Tiedge; Pfeffel.",,PT19.T35 v.17,,
buch_731,record,Taschenbuch zum geselligen Vergnügen.,,Decorated tan paper over boards; gilt edges.,1808,Taschenbuch zum geselligen Vergnügen.,Leipzig, Niemann'sche Buchhandlung,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Kind, Fr.; Haug; Langbein; Schütze, St.; Brachmann, Louise; Gramberg; Pfeffel; Tiede; v. Kyaw.",,PT19.T35 v.18,,
buch_732,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1809,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Calendar ; dance ; games ; music ; poetry ; stories ; fables ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Kind, Fr.; Gramberg; Langbein; Schreiber; Kretschmann; Brachmann, Louise; Haug; Pfeffel; Tiedge.",,PT19.T35 v.19,,
buch_733,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1810,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Calendar ; poetry ; dance ; games ; music ; proverbs ; stories ; fables ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Brachmann, Louise; Brachmann, Louise; Haug; Langbein; Krug v. Nidda; Rochlitz; Gramberg; Kind; Pfeffel; Schütze, St.",,PT19.T35 v.20,,
buch_734,record,Taschenbuch zum geselligen Vergnügen.,,Red morocco wallet case with pocket; gilt edges.,1811,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; humor ; music ; proverbs ; poetry ; stories ; fables ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Langbein; Gramberg; Tiedge; Pfeffel; Kind, F.; Rochlitz; Haug; Schmidt v. Lübeck; Krug v. Nidda.",,PT19.T35 v.21,,
buch_735,record,Taschenbuch zum geselligen Vergnügen.,,Gloster marbled paper over boards; green edges.,1812,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; humor ; music ; proverbs ; stories ; poetry ; essay ; charade ; puzzles.,,"Becker, W. G.","Streckfuss, Carl; Becker, W. G.; v. Ahlefeld, Charlotte; Haug; Krug v. Nidda; Kind, F.; Langbein; Gramberg; Körner; Tiedge.",,PT19.T35 v.22,,
buch_736,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated green paper over boards; gilt edges.,1813,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; proverbs ; stories ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Kind; Brachmann; Hell; Prätzel; Langbein; Streckfuss; Haug; Krug v. Nidda; Schmidt v. Lübeck.",,PT19.T35 v.23,,
buch_737,record,Taschenbuch zum geselligen Vergnügen.,,Pink paper over boards; gilt edges. ,1814,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; proverbs ; poetry ; stories ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Kind, F.; Streckfuss; Brachmann; Haug; Tiedge; Langbein; Prätzel; Gökingk; Krug v. Nidda; Kähler.",,PT19.T35 v.24,,
buch_738,record,Taschenbuch zum geselligen Vergnügen.,,Black spattered paste paper over boards; purple edges.,1815,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; biography of W. G. Becker ; poetry ; stories ; novella ; charades ; puzzles.,,"Kind, Friedrich.","Hasse, F. C. A.; Schütze; De la Motte Fouque; Brachmann; Haug; Kind; Laun; Langbein; Tiedge; Gramberg.",,PT19.T35 v.25,,
buch_739,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated tan paper over boards; gilt edges.,1816,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; stories ; essays ; charades ; puzzles.,,"Kind, Friedrich.",Brachmann; Prätzel; Gramberg; Herder; Kind; Langbein; De la Motte Fouque; Haug; Jacobi; Krug v. Nidda.,,PT19.T35 v.26,,
buch_740,record,Taschenbuch zum geselligen Vergnügen.,,Illustrated tan paper over boards; gilt edges.,1817,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; stories ; charades ; puzzles.,,"Kind, Friedrich.",De la Motte Fouque; Kind; Bienemann; Gramberg; Prätzel; Langbein; Laun; Brachmann; Haug; Tiedge.,,PT19.T35 v.27,,
buch_741,record,Taschenbuch zum geselligen Vergnügen.,,Red paper wrapper over illustrated green paper over boards; gilt edges,1818,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; stories ; fables ; charades ; puzzles.,,"Kind, Friedrich.",Kind; Langbein; Brachmann; Isidorus; Schütze; Hell; Laun; Haug; Krug v. Nidda; Selfried.,,PT19.T35 v.28,,
buch_742,record,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,,Illustrated pink paper over boards; gilt edges. ,1819,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Music ; drama ; poetry ; stories ; charades ; puzzles ;.,,"Kind, Friedrich.",Kind; Laun; Brachmann; Nordstern; Haug; Müller; Castelli; Präzel; Hell; Schilling.,,PT19.T35,,
buch_743,record,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,,Yellow cloth over boards; gilt edges; partially rebound with beige cloth.,1820,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; poetry ; stories ; drama ; charades ; puzzles.,,"Kind, Friedrich.",Kind; Castelli; Haug; Kuhn; Schütze; Brachmann; Langbein; Chezy; Gökingk; Tiedge.,,PT19.T35,,
buch_744,record,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,,Illustrated grey paper over boards; gilt edges; partially rebound with gray cloth.,1821,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance games ; music ; drama ; poetry ; stories ; fables ; charades ; puzzles.,,"Kind, Friedrich.",Kind; Grillparzer; Castelli; Langbein; Tiedge; Graf v. Löben; Brachmann; Haug; Nordstern; Deinhardstein.,,PT19.T35,,
